id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override
465524,Plastic Bottles & Containers,2021-07-30 17:53:04.880,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 95, 'x2': 359, 'y1': 699, 'y2': 793}",NULL,NULL,NULL,NULL,NULL,NULL
465525,NO PLASTIC NO HOSES NO TO GO NO HOUSEHOLD BAGS OR CORDS CONTAINERS OR BULKY ITEMS,2021-07-30 17:53:04.880,no,"{'originalSize': {'height': 4980, 'width': 1600}, 'x1': 258, 'x2': 710, 'y1': 855, 'y2': 914}",NULL,NULL,NULL,NULL,NULL,NULL
465527,CANS Aluminum and Steel,2021-07-30 17:53:04.880,yes,"{'originalSize': {'height': 4980, 'width': 1600}, 'x1': 1038, 'x2': 1345, 'y1': 925, 'y2': 971}",NULL,NULL,NULL,NULL,NULL,NULL
465528,GLASS Bottles and Jars,2021-07-30 17:53:04.880,yes,"{'originalSize': {'height': 4980, 'width': 1600}, 'x1': 1027, 'x2': 1334, 'y1': 780, 'y2': 826}",NULL,NULL,NULL,NULL,NULL,NULL
465529,"PAPER Mail , Newspapers , Magazines , Cereal Boxes , Cardboard",2021-07-30 17:53:04.880,yes,"{'originalSize': {'height': 4980, 'width': 1600}, 'x1': 722, 'x2': 1029, 'y1': 781, 'y2': 827}",NULL,NULL,NULL,NULL,NULL,NULL
465530,PLASTIC SLEEK SON WATER COLA SHAMPOO HANG வா MILK FRESH & CLEAN DETERGENT BUTTER YOGURT,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 5886, 'width': 1600}, 'x1': 810, 'x2': 1433, 'y1': 1768, 'y2': 2192}",NULL,NULL,NULL,NULL,NULL,NULL
465531,Clothing Batteries Plastic Bags Pots & Pans,2021-07-30 17:56:23.920,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1374, 'x2': 1629, 'y1': 1463, 'y2': 1937}",NULL,NULL,NULL,NULL,NULL,NULL
465532,CARTONS Chocolate SOV Fresh Drink Taste Low fat non datory drunk 100 % OLANGE JUI APPLE JUICE TOOMICE Halloon 64 11 ( 1190 ) Chartere mik,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 262, 'x2': 896, 'y1': 1451, 'y2': 1925}",NULL,NULL,NULL,NULL,NULL,NULL
465533,PLASTIC BOTTLES PA SLEEK & SNINE WATER COLA SHAMPOO PEMOTY MILK FRESH & CLEAN DETERGENT,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 279, 'x2': 913, 'y1': 893, 'y2': 1367}",NULL,NULL,NULL,NULL,NULL,NULL
465534,METAL CANS HAIRSPRAY PREMIUM QUALIT POMY SOUP COLA empty aerosol cans that didn't contain hazardous or flammable material,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 975, 'x2': 1609, 'y1': 908, 'y2': 1382}",NULL,NULL,NULL,NULL,NULL,NULL
465535,GLASS BOTTLES & JARS PROMIUM QUALITY Preview Quem PICKLES WATER SPARKLING WINE PNOUT STRAWBERRY JELLY Cot,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 958, 'x2': 1592, 'y1': 344, 'y2': 818}",NULL,NULL,NULL,NULL,NULL,NULL
465536,PAPER,2021-07-30 17:56:23.920,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 246, 'x2': 880, 'y1': 357, 'y2': 459}",NULL,NULL,NULL,NULL,NULL,NULL
465537,"PAPER , MAGAZINES & MAIL Paper such as junk mail , newspaper , magazines , office & school paper , and paper grocery bags are",2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 8048, 'width': 1600}, 'x1': 526, 'x2': 1359, 'y1': 3817, 'y2': 4027}",NULL,NULL,NULL,NULL,NULL,NULL
465538,Cartons,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1297, 'x2': 1520, 'y1': 1688, 'y2': 1778}",NULL,NULL,NULL,NULL,NULL,NULL
465539,Metal Cans,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1012, 'x2': 1235, 'y1': 1686, 'y2': 1776}",NULL,NULL,NULL,NULL,NULL,NULL
465540,Glass Bottles & Jars,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 713, 'x2': 936, 'y1': 1695, 'y2': 1785}",NULL,NULL,NULL,NULL,NULL,NULL
465541,Plastic Bottles & Jugs,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 436, 'x2': 659, 'y1': 1690, 'y2': 1780}",NULL,NULL,NULL,NULL,NULL,NULL
465542,Newspaper Cardboard,2021-07-30 17:59:48.543,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 147, 'x2': 370, 'y1': 1699, 'y2': 1789}",NULL,NULL,NULL,NULL,NULL,NULL
465543,Rubbish Furniture Plastic Bags Toys Tooo Scrap Metal Batteries Construction Materials Clothing,2021-07-30 17:59:48.543,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 249, 'x2': 1369, 'y1': 945, 'y2': 1614}",NULL,NULL,NULL,NULL,NULL,NULL
465544,"What is accepted - Corrugated Cardboard & Paperboard , Newspapers , Magazines , Phonebooks , Mail , Office Paper Clear , Green & Brown Glass Bottles , Plastics Bottles & Jugs # 1 & # 2 , Steel Food Cans & Aluminum Cans",2021-07-30 18:00:57.683,yes,"{'originalSize': {'height': 5178, 'width': 2998}, 'x1': 696, 'x2': 1557, 'y1': 1026, 'y2': 1072}",NULL,NULL,NULL,NULL,NULL,NULL
465548,Glass Bottles & Jars Only Food & Drink Glass Containers,2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1110, 'x2': 1631, 'y1': 717, 'y2': 798}",NULL,NULL,NULL,NULL,NULL,NULL
465549,"Cardboard & Paperboard Paperboard Ex . boxes such as cereal , cake & rice boxes",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1111, 'x2': 1632, 'y1': 455, 'y2': 553}",NULL,NULL,NULL,NULL,NULL,NULL
465551,CAS This is the soap and detergent type containers of any color . HDPE COLOR,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 24, 'x2': 487, 'y1': 975, 'y2': 1131}",NULL,NULL,NULL,NULL,NULL,NULL
465545,"Automotive product containers , chemical / pesticide containers , bowls , buckets , feed bags , flower pots , microwave / fast food trays , Styrofoam , toys , mirrors , ceramics , light bulbs , window glass , dishes , china , paint cans , aerosol cans , pots , pans , hangers , batteries or appliances . No Plastic Bags or Plastics # 3 through # 7 will be accepted .",2021-07-30 18:03:53.553,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1003, 'x2': 1658, 'y1': 1223, 'y2': 1457}",NULL,NULL,NULL,NULL,NULL,NULL
465546,"Aluminum & Steel Food Cans Aluminum food , beverage and pet food cans . Steel o bi - metal ( tin ) food , soup , coffee and pet food cans",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1002, 'x2': 1631, 'y1': 1067, 'y2': 1176}",NULL,NULL,NULL,NULL,NULL,NULL
465547,"Plastic Bottles & Jugs Ex . milk jugs , beverage bottles , shampoo bottles , laundry jugs & household cleaning bottles # 1 & # 2 • Remove all lids & rinse thoroughly , ONLY | • No Food or Liquids left in Containers .",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 997, 'x2': 1626, 'y1': 877, 'y2': 1073}",NULL,NULL,NULL,NULL,NULL,NULL
465550,"Paper Ex . Newspapers , Magazines , Advertisements , Mail , Office Paper & Phone Books",2021-07-30 18:03:53.553,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 1114, 'x2': 1635, 'y1': 341, 'y2': 442}",NULL,NULL,NULL,NULL,NULL,NULL
465552,This is the frosty type containers such as some milk and juice containers . 2 HDPE NATURAL,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 168, 'x2': 631, 'y1': 799, 'y2': 955}",NULL,NULL,NULL,NULL,NULL,NULL
465553,CS This is the pop and water type containers . PETE,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 15, 'x2': 310, 'y1': 667, 'y2': 823}",NULL,NULL,NULL,NULL,NULL,NULL
465554,"This is the newspaper , slick ads , phone books , shredded paper , office paper , paper board ( Cereal type boxes ) , magazines , cartons , office paper , paper bags , and envelopes . * Please empty all paper out of all plastic bags , including shredded paper . Mixed Paper",2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 16, 'x2': 626, 'y1': 516, 'y2': 672}",NULL,NULL,NULL,NULL,NULL,NULL
465555,VO Cardboard,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 16, 'x2': 161, 'y1': 364, 'y2': 520}",NULL,NULL,NULL,NULL,NULL,NULL
465556,"DAY ( berbeda Aluminum cans , tin and steel food cans . Please separate aluminum from other cans . Aerosol cans that are empty are also accepted . Aluminum foil and pie pans are acceptable . We accept scrap steel , but we do not purchase it at this time . Cans / Foil",2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 27, 'x2': 628, 'y1': 223, 'y2': 379}",NULL,NULL,NULL,NULL,NULL,NULL
465557,"Bottles and Jars in Clear , Brown , and Green colors . All lids must be removed from the glass . We can",2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 47, 'x2': 617, 'y1': 71, 'y2': 133}",NULL,NULL,NULL,NULL,NULL,NULL
465558,Glass,2021-07-30 18:07:01.267,yes,"{'originalSize': {'height': 1700, 'width': 2800}, 'x1': 47, 'x2': 196, 'y1': 71, 'y2': 208}",NULL,NULL,NULL,NULL,NULL,NULL
465559,Cardboard Styrofoam Plastic Bags Windows Scrap Metal,2021-07-30 18:10:21.303,no,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 1021, 'x2': 1278, 'y1': 653, 'y2': 907}",NULL,NULL,NULL,NULL,NULL,NULL
465560,"PLASTIC BOTTLES , JUGS & JARS",2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 471, 'x2': 955, 'y1': 921, 'y2': 974}",NULL,NULL,NULL,NULL,NULL,NULL
465561,ALUMINUM CANS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 86, 'x2': 415, 'y1': 923, 'y2': 976}",NULL,NULL,NULL,NULL,NULL,NULL
465562,GLASS BOTTLES & JARS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 539, 'x2': 868, 'y1': 652, 'y2': 705}",NULL,NULL,NULL,NULL,NULL,NULL
465563,STEEL FOOD CANS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 80, 'x2': 409, 'y1': 655, 'y2': 708}",NULL,NULL,NULL,NULL,NULL,NULL
465564,MAGAZINES,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 971, 'x2': 1300, 'y1': 360, 'y2': 413}",NULL,NULL,NULL,NULL,NULL,NULL
465565,OFFICE PAPER & MAIL,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 542, 'x2': 871, 'y1': 357, 'y2': 410}",NULL,NULL,NULL,NULL,NULL,NULL
465566,NEWSPAPERS,2021-07-30 18:10:21.303,yes,"{'originalSize': {'height': 1100, 'width': 1700}, 'x1': 82, 'x2': 390, 'y1': 363, 'y2': 416}",NULL,NULL,NULL,NULL,NULL,NULL
465567,Highly Flammable Waste Appliances Containing Freon Burn Barrels . • Glass,2021-07-30 18:13:34.243,no,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 999, 'x2': 1455, 'y1': 1467, 'y2': 1759}",NULL,NULL,NULL,NULL,NULL,NULL
465568,• Livestock Liquids Toxic Waste,2021-07-30 18:13:34.243,no,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 370, 'x2': 686, 'y1': 1489, 'y2': 1781}",NULL,NULL,NULL,NULL,NULL,NULL
465569,• Metal Hangers • Milk Cartons • Newspapers • Paper • Plastic ( # 1 & # 2 ) • Plastic Coffee Cans • Steels Cans,2021-07-30 18:13:34.243,yes,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 1006, 'x2': 1322, 'y1': 933, 'y2': 1315}",NULL,NULL,NULL,NULL,NULL,NULL
465570,Aluminum Cans • Books Cardboard • Cell Phones Computers Detergent Bottles • Magazines,2021-07-30 18:13:34.243,yes,"{'originalSize': {'height': 3390, 'width': 1600}, 'x1': 437, 'x2': 753, 'y1': 959, 'y2': 1341}",NULL,NULL,NULL,NULL,NULL,NULL
465571,o Mirrors o Oil cans / bottles o Ovenware o Paint cans o Plate glass o Window glass,2021-07-30 18:18:15.253,no,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1073, 'x2': 1516, 'y1': 2222, 'y2': 2609}",NULL,NULL,NULL,NULL,NULL,NULL
465572,0 Caps / lids o Ceramic cups / plates o Crystal o Drinking glasses o Flower pots o Light bulbs o Metallic wrapping paper,2021-07-30 18:18:15.253,no,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 600, 'x2': 1043, 'y1': 2272, 'y2': 2659}",NULL,NULL,NULL,NULL,NULL,NULL
465573,o Plastic # 1-5 and # 7 containers,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1131, 'x2': 1578, 'y1': 1852, 'y2': 1948}",NULL,NULL,NULL,NULL,NULL,NULL
465574,o Newspapers,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1132, 'x2': 1579, 'y1': 1795, 'y2': 1847}",NULL,NULL,NULL,NULL,NULL,NULL
465575,o Mixed paper ( PDF ),2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 1130, 'x2': 1577, 'y1': 1714, 'y2': 1812}",NULL,NULL,NULL,NULL,NULL,NULL
465576,o Glass bottles and jars o Metal cans,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 613, 'x2': 1060, 'y1': 1942, 'y2': 2040}",NULL,NULL,NULL,NULL,NULL,NULL
465577,o Corrugated cardboard and boxboard,2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 603, 'x2': 1050, 'y1': 1837, 'y2': 1935}",NULL,NULL,NULL,NULL,NULL,NULL
465578,"o Aluminum cans , foil , and pie plates",2021-07-30 18:18:15.253,yes,"{'originalSize': {'height': 5770, 'width': 1600}, 'x1': 594, 'x2': 1041, 'y1': 1711, 'y2': 1844}",NULL,NULL,NULL,NULL,NULL,NULL
465579,"Plastic bags or plastic films Recyclables in plastic bags Any soiled / wet / greasy material Food waste Disposable polystyrene containers Broken glass Ceramics , crystal , and leaded glass Plastic toys , bins , bulk items Propane tanks",2021-07-30 18:19:37.527,no,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 980, 'x2': 1517, 'y1': 1566, 'y2': 1922}",NULL,NULL,NULL,NULL,NULL,NULL
465580,Glass bottles and containers,2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 344, 'x2': 770, 'y1': 1721, 'y2': 1762}",NULL,NULL,NULL,NULL,NULL,NULL
465581,Magazines and newspaper,2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 341, 'x2': 767, 'y1': 1681, 'y2': 1722}",NULL,NULL,NULL,NULL,NULL,NULL
465582,"Aluminum , tin and steel cans",2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 341, 'x2': 767, 'y1': 1643, 'y2': 1684}",NULL,NULL,NULL,NULL,NULL,NULL
465583,Cardboard and paperboard,2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 335, 'x2': 761, 'y1': 1610, 'y2': 1651}",NULL,NULL,NULL,NULL,NULL,NULL
465584,Plastic bottles and containers,2021-07-30 18:19:37.527,yes,"{'originalSize': {'height': 2200, 'width': 1700}, 'x1': 335, 'x2': 761, 'y1': 1573, 'y2': 1614}",NULL,NULL,NULL,NULL,NULL,NULL
467067,"Glass food & beverage containers in : Clear , Brown and Green",2021-08-06 20:03:44.667,yes,"{'originalSize': {'height': 3906, 'width': 1600}, 'x1': 627, 'x2': 1524, 'y1': 1136, 'y2': 1215}",NULL,NULL,NULL,NULL,NULL,NULL
467068,"Aluminum foil , food & beverage containers .",2021-08-06 20:03:44.667,yes,"{'originalSize': {'height': 3906, 'width': 1600}, 'x1': 627, 'x2': 1380, 'y1': 1091, 'y2': 1145}",NULL,NULL,NULL,NULL,NULL,NULL
467072,"WE ACCEPT Newspaper , Newsprint , Printer / Copy Paper of any color and size .",2021-08-06 20:11:32.020,yes,"{'originalSize': {'height': 7216, 'width': 1600}, 'x1': 742, 'x2': 1520, 'y1': 2384, 'y2': 2485}",NULL,NULL,NULL,NULL,NULL,NULL
467074,WE ACCEPT beverage cans and tin cans . Aluminum and tin can be placed in,2021-08-06 20:11:32.020,yes,"{'originalSize': {'height': 7216, 'width': 1600}, 'x1': 722, 'x2': 1259, 'y1': 1754, 'y2': 1842}",NULL,NULL,NULL,NULL,NULL,NULL
465647,"soiled paper ,",2021-08-02 16:45:22.377,no,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 916, 'x2': 1159, 'y1': 3326, 'y2': 3368}",NULL,NULL,NULL,NULL,NULL,NULL
465648,"-carbon paper ,",2021-08-02 16:45:22.377,no,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 1227, 'x2': 1470, 'y1': 3271, 'y2': 3313}",NULL,NULL,NULL,NULL,NULL,NULL
465649,"hardcover books ,",2021-08-02 16:45:22.377,no,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 985, 'x2': 1228, 'y1': 3271, 'y2': 3313}",NULL,NULL,NULL,NULL,NULL,NULL
465650,"ack rings , chemical",2021-08-02 16:45:22.377,no,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 1011, 'x2': 1254, 'y1': 3220, 'y2': 3262}",NULL,NULL,NULL,NULL,NULL,NULL
465651,", hangers , toys , 6",2021-08-02 16:45:22.377,no,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 1189, 'x2': 1432, 'y1': 3160, 'y2': 3202}",NULL,NULL,NULL,NULL,NULL,NULL
465652,No plastic bags,2021-08-02 16:45:22.377,no,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 952, 'x2': 1195, 'y1': 3161, 'y2': 3203}",NULL,NULL,NULL,NULL,NULL,NULL
465653,"Cardboard & paper bags , telephone books , plastic jugs # 1-2 , newspaper , steel & tin cans , magazines & catalogs , junk mail & office paper , household plastics # 1-6 are all accepted in your recycle bin . All plastic bottles must be rinsed out",2021-08-02 16:45:22.377,yes,"{'originalSize': {'height': 9288, 'width': 1600}, 'x1': 985, 'x2': 1431, 'y1': 2353, 'y2': 2782}",NULL,NULL,NULL,NULL,NULL,NULL
465654,empty aerosol ( spray ) cans,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 103, 'x2': 1065, 'y1': 8733, 'y2': 8779}",NULL,NULL,NULL,NULL,NULL,NULL
465655,paint,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1064, 'y1': 8695, 'y2': 8741}",NULL,NULL,NULL,NULL,NULL,NULL
465656,motor oil and cooking oil,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1064, 'y1': 8650, 'y2': 8696}",NULL,NULL,NULL,NULL,NULL,NULL
465657,aluminum foil and trays,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 102, 'x2': 1064, 'y1': 8604, 'y2': 8650}",NULL,NULL,NULL,NULL,NULL,NULL
465658,propane tanks,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 103, 'x2': 1065, 'y1': 8566, 'y2': 8612}",NULL,NULL,NULL,NULL,NULL,NULL
465659,diapers or sanitary products,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 103, 'x2': 1065, 'y1': 8522, 'y2': 8568}",NULL,NULL,NULL,NULL,NULL,NULL
465660,medical waste ( i.e. syringes ),2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 100, 'x2': 1062, 'y1': 8483, 'y2': 8529}",NULL,NULL,NULL,NULL,NULL,NULL
465661,rope - like items ( i.e. garden hoses ),2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 98, 'x2': 1060, 'y1': 8443, 'y2': 8489}",NULL,NULL,NULL,NULL,NULL,NULL
465662,"construction debris ( i.e. wood , insulation )",2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 108, 'x2': 1070, 'y1': 8400, 'y2': 8446}",NULL,NULL,NULL,NULL,NULL,NULL
465663,clothing and shoes,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 108, 'x2': 1070, 'y1': 8359, 'y2': 8405}",NULL,NULL,NULL,NULL,NULL,NULL
465664,electronics,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 1071, 'y1': 8314, 'y2': 8360}",NULL,NULL,NULL,NULL,NULL,NULL
465665,light bulbs,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 106, 'x2': 1068, 'y1': 8277, 'y2': 8323}",NULL,NULL,NULL,NULL,NULL,NULL
465666,batteries,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 110, 'x2': 1072, 'y1': 8223, 'y2': 8269}",NULL,NULL,NULL,NULL,NULL,NULL
465667,"bulky plastic items ( i.e. toys , hangers )",2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 111, 'x2': 1073, 'y1': 8191, 'y2': 8237}",NULL,NULL,NULL,NULL,NULL,NULL
465668,yard waste,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 104, 'x2': 1066, 'y1': 8141, 'y2': 8187}",NULL,NULL,NULL,NULL,NULL,NULL
465669,food waste,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 104, 'x2': 1066, 'y1': 8100, 'y2': 8146}",NULL,NULL,NULL,NULL,NULL,NULL
465670,shredded paper,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 104, 'x2': 1066, 'y1': 8065, 'y2': 8111}",NULL,NULL,NULL,NULL,NULL,NULL
465671,household garbage,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 104, 'x2': 1066, 'y1': 8016, 'y2': 8062}",NULL,NULL,NULL,NULL,NULL,NULL
465672,styrofoam packaging or food containers,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 107, 'x2': 1069, 'y1': 7980, 'y2': 8026}",NULL,NULL,NULL,NULL,NULL,NULL
465673,Plastic wrap ( i.e. thin plastic food wrap or shrink wrapping product packaging ) .,2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 113, 'x2': 1075, 'y1': 7936, 'y2': 7982}",NULL,NULL,NULL,NULL,NULL,NULL
465674,"Plastic bags ( i.e. shopping bags , cereal bags , trash bags )",2021-08-02 16:55:03.003,no,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 113, 'x2': 1075, 'y1': 7895, 'y2': 7941}",NULL,NULL,NULL,NULL,NULL,NULL
465675,Milk & juice cartons Ice cream cartons Broth & soup cartons,2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 109, 'x2': 933, 'y1': 6328, 'y2': 6477}",NULL,NULL,NULL,NULL,NULL,NULL
465676,Glass bottles ( caps and labels can be left on containers ) Glass jars ( lids and labels can be left on containers ),2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 113, 'x2': 937, 'y1': 5890, 'y2': 6039}",NULL,NULL,NULL,NULL,NULL,NULL
465677,Aluminum cans and caps / lids Steel and tin cans,2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 113, 'x2': 937, 'y1': 5375, 'y2': 5524}",NULL,NULL,NULL,NULL,NULL,NULL
465678,"Clean food boxes ( cereal boxes , microwave meals , boxes of rice , etc. ) Paper towel rolls Paper egg cartons",2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 112, 'x2': 936, 'y1': 4923, 'y2': 5072}",NULL,NULL,NULL,NULL,NULL,NULL
465679,Corrugated cardboard boxes Soda / beverage boxes Shoe boxes Gift boxes,2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 115, 'x2': 939, 'y1': 4745, 'y2': 4917}",NULL,NULL,NULL,NULL,NULL,NULL
465680,"Soap and shampoo bottles Rigid plastic product packaging , such as clean rigid clamshell containers Plastic cups",2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 110, 'x2': 934, 'y1': 4146, 'y2': 4318}",NULL,NULL,NULL,NULL,NULL,NULL
465681,"Water bottles Soda bottles Milk jugs Liquid containers Jars and tubs ( yogurt , margarine tubs , etc. ) Detergent and all - purpose cleaner bottles",2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 113, 'x2': 722, 'y1': 3879, 'y2': 4167}",NULL,NULL,NULL,NULL,NULL,NULL
465682,Books / textbooks Coupons Posters Sticky notes Paper bags Wrapping paper,2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 107, 'x2': 365, 'y1': 3213, 'y2': 3501}",NULL,NULL,NULL,NULL,NULL,NULL
465683,Magazines Newspapers Office paper Envelopes Junk mail / envelopes Greeting cards Catalogs,2021-08-02 16:55:03.003,yes,"{'originalSize': {'height': 13078, 'width': 1600}, 'x1': 113, 'x2': 371, 'y1': 2897, 'y2': 3212}",NULL,NULL,NULL,NULL,NULL,NULL
465684,"Mixed Paper , Newspaper , Magazines , and Flattened Cardboard",2021-08-02 16:57:31.253,yes,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 1123, 'x2': 1484, 'y1': 597, 'y2': 735}",NULL,NULL,NULL,NULL,NULL,NULL
465685,"Kitchen , Laundry , Bath : Bottles and Containers",2021-08-02 16:57:31.253,yes,"{'originalSize': {'height': 4800, 'width': 7200}, 'x1': 1491, 'x2': 1843, 'y1': 593, 'y2': 667}",NULL,NULL,NULL,NULL,NULL,NULL
