id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override,token_count,clean_text,tokens
280510,No text - category selected manually,2020-11-09 13:06:52.033,no,,,,,0.1.0,0.1.0,checkbox,,,
280511,"paper
this is an image of items that can be recycled:  box, paper,  mail, office and school paper
 , and 
,

fiberboard boxes (cracker/cereal)

metal
steel food containers


plastics

detergent bottles
cleaning solution bottles

cartons
milk and creamer containers",2020-11-09 13:06:52.780,yes,,,,,0.1.0,0.1.0,text,28.0,"['paper', 'this is an image of items that can be recycled', '  box', ' paper', '  mail', ' office and school paper', ' and ', 'fiberboard boxes  cracker cereal ', 'metal', 'steel food containers', 'plastics', 'detergent bottles', 'cleaning solution bottles', 'cartons', 'milk and creamer containers']","['paper', 'image', 'items', 'recycled', 'box', 'paper', 'mail', 'office', 'school', 'paper', 'fiberboard', 'boxes', 'cracker', 'cereal', 'metal', 'steel', 'food', 'containers', 'plastics', 'detergent', 'bottles', 'cleaning', 'solution', 'bottles', 'cartons', 'milk', 'creamer', 'containers']"
280512,No text - category selected manually,2020-11-09 13:06:52.780,no,,,,,0.1.0,0.1.0,checkbox,,,
280513,"empty aerosal cans are recyclable  are recyclable is recyclable  are recyclable 

mail is recyclable juice and  are recyclable  paper is recyclable pizza and food cardvoard boxes are recyclable",2020-11-09 13:06:53.003,yes,,,,,0.1.0,0.1.0,text,17.0,"['empty aerosal cans are recyclable  are recyclable is recyclable  are recyclable ', 'mail is recyclable juice and  are recyclable  paper is recyclable pizza and food cardvoard boxes are recyclable']","['aerosal', 'cans', 'recyclable', 'recyclable', 'recyclable', 'recyclable', 'mail', 'recyclable', 'juice', 'recyclable', 'paper', 'recyclable', 'pizza', 'food', 'cardvoard', 'boxes', 'recyclable']"
280514,Styrofoam and Clear Plastic Clamshells,2020-11-09 13:06:53.047,no,,,,,0.1.0,0.1.0,text,4.0,['styrofoam and clear plastic clamshells'],"['styrofoam', 'clear', 'plastic', 'clamshells']"
280515,"aluminum
tin/steel
cereal-type boxes
cartons
,/",2020-11-09 13:06:53.483,yes,,,,,0.1.0,0.1.0,text,7.0,"['aluminum', 'tin steel', 'cereal type boxes', 'cartons']","['aluminum', 'tin', 'steel', 'cereal', 'type', 'boxes', 'cartons']"
280516,"no  foam
(eg. packing materials or take-out containers)
no waxed carton or waxed paper
no rubber or hard plastics
no garden hoses, rope or cords
no toys
no mirrors, tempered  or ceramics
no electronics or household batteries
(see page 14)
no sharps containers, light bulbs or
hazardous waste (see page 14)",2020-11-09 13:06:53.613,no,,,,,0.1.0,0.1.0,text,30.0,"['no  foam', ' eg  packing materials or take out containers ', 'no waxed carton or waxed paper', 'no rubber or hard plastics', 'no garden hoses', ' rope or cords', 'no toys', 'no mirrors', ' tempered  or ceramics', 'no electronics or household batteries', ' see page    ', 'no sharps containers', ' light bulbs or', 'hazardous waste  see page    ']","['foam', 'packing', 'materials', 'containers', 'waxed', 'carton', 'waxed', 'paper', 'rubber', 'hard', 'plastics', 'garden', 'hoses', 'rope', 'cords', 'toys', 'mirrors', 'tempered', 'ceramics', 'electronics', 'household', 'batteries', 'page', 'sharps', 'containers', 'light', 'bulbs', 'hazardous', 'waste', 'page']"
280573,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
306757,No text - category selected manually,2020-11-16 15:28:45.573,yes,,,,,0.1.0,0.1.0,checkbox,,,
310641,No text - category selected manually,2020-11-16 15:31:10.730,yes,,,,,0.1.0,0.1.0,checkbox,,,
280534,"paper
,and , (no need to shred them)
shredded personal documents
boxes, such as ,pasta boxes, frozen dinner boxes and drink cartons
shoe boxes
 and ,

copy and computer paper -- white and colors
protective paper wrapping on shoes, purses, etc.
plastic
water/soda bottles (with lids removed)
detergent, soap, and shampoo bottles (with lids removed)
milk jugs
butter, sour cream, and yogurt tubs
syrup, peanut butter, and squeezable jelly bottles
metal
clean aluminum, tin, and steel
 for things like vegetables and soup
 - sodas, energy drinks, etc.
other",2020-11-09 13:06:55.140,yes,,,,,0.1.0,0.1.0,text,63.0,"['paper', 'and ', '  no need to shred them ', 'shredded personal documents', 'boxes', ' such as ', 'pasta boxes', ' frozen dinner boxes and drink cartons', 'shoe boxes', ' and ', 'copy and computer paper    white and colors', 'protective paper wrapping on shoes', ' purses', ' etc ', 'plastic', 'water soda bottles  with lids removed ', 'detergent', ' soap', ' and shampoo bottles  with lids removed ', 'milk jugs', 'butter', ' sour cream', ' and yogurt tubs', 'syrup', ' peanut butter', ' and squeezable jelly bottles', 'metal', 'clean aluminum', ' tin', ' and steel', ' for things like vegetables and soup', '   sodas', ' energy drinks', ' etc ', 'other']","['paper', 'need', 'shred', 'shredded', 'personal', 'documents', 'boxes', 'pasta', 'boxes', 'frozen', 'dinner', 'boxes', 'drink', 'cartons', 'shoe', 'boxes', 'copy', 'computer', 'paper', 'white', 'colors', 'protective', 'paper', 'wrapping', 'shoes', 'purses', 'plastic', 'water', 'soda', 'bottles', 'lids', 'removed', 'detergent', 'soap', 'shampoo', 'bottles', 'lids', 'removed', 'milk', 'jugs', 'butter', 'sour', 'cream', 'yogurt', 'tubs', 'syrup', 'peanut', 'butter', 'squeezable', 'jelly', 'bottles', 'metal', 'clean', 'aluminum', 'tin', 'steel', 'things', 'like', 'vegetables', 'soup', 'sodas', 'energy', 'drinks']"
280535,"plastic bags
plastic film

household hazardous waste
food waste or liquids
containers with food residuals (like ,)
wet paper products
yard waste (grass trimmings, branches)
styrofoam
waxed paper or waxed",2020-11-09 13:06:55.320,no,,,,,0.1.0,0.1.0,text,26.0,"['plastic bags', 'plastic film', 'household hazardous waste', 'food waste or liquids', 'containers with food residuals  like ', 'wet paper products', 'yard waste  grass trimmings', ' branches ', 'styrofoam', 'waxed paper or waxed']","['plastic', 'bags', 'plastic', 'film', 'household', 'hazardous', 'waste', 'food', 'waste', 'liquids', 'containers', 'food', 'residuals', 'like', 'wet', 'paper', 'products', 'yard', 'waste', 'grass', 'trimmings', 'branches', 'styrofoam', 'waxed', 'paper', 'waxed']"
280536,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280537,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280538,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280539,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280540,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280541,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280542,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280543,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280544,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280545,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
280546,No text - category selected manually,2020-11-09 13:06:55.320,yes,,,,,0.1.0,0.1.0,checkbox,,,
312353,No text - category selected manually,2020-11-16 15:32:14.940,yes,,,,,0.1.0,0.1.0,checkbox,,,
312354,No text - category selected manually,2020-11-16 15:32:14.940,yes,,,,,0.1.0,0.1.0,checkbox,,,
312355,No text - category selected manually,2020-11-16 15:32:14.940,yes,,,,,0.1.0,0.1.0,checkbox,,,
312356,Aluminum cans,2020-11-16 15:32:15.370,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
280574,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280575,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280576,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280577,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280578,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280579,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280580,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280581,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280582,No text - category selected manually,2020-11-09 13:06:57.253,yes,,,,,0.1.0,0.1.0,checkbox,,,
280583,"and lids, soda crates, garbage cans and 18-gallon recycling bins.

paper products, color paper, mail, non-foil   and greeting cards that don’t have electrical devices.

also acceptable:   lids, paper towel rolls,egg cartons, flattened boxes",2020-11-09 13:06:57.860,yes,,,,,0.1.0,0.1.0,text,30.0,"['and lids', ' soda crates', ' garbage cans and    gallon recycling bins ', 'paper products', ' color paper', ' mail', ' non foil   and greeting cards that don t have electrical devices ', 'also acceptable', '   lids', ' paper towel rolls', 'egg cartons', ' flattened boxes']","['lids', 'soda', 'crates', 'garbage', 'cans', 'gallon', 'recycling', 'bins', 'paper', 'products', 'color', 'paper', 'mail', 'non', 'foil', 'greeting', 'cards', 'don', 't', 'electrical', 'devices', 'acceptable', 'lids', 'paper', 'towel', 'rolls', 'egg', 'cartons', 'flattened', 'boxes']"
280584,"books,  film, coat hangers, flower pots, pots and pans that have electric plugs, cereal bags, styrofoam, bubble wrap, ceramic, broken",2020-11-09 13:06:58.040,no,,,,,0.1.0,0.1.0,text,17.0,"['books', '  film', ' coat hangers', ' flower pots', ' pots and pans that have electric plugs', ' cereal bags', ' styrofoam', ' bubble wrap', ' ceramic', ' broken']","['books', 'film', 'coat', 'hangers', 'flower', 'pots', 'pots', 'pans', 'electric', 'plugs', 'cereal', 'bags', 'styrofoam', 'bubble', 'wrap', 'ceramic', 'broken']"
280585,"#1 plastic(pete), #2 plastic (hdpe colored), #2 plastic (hdpe clear),and ,white ",2020-11-09 13:06:58.433,yes,,,,,0.1.0,0.1.0,text,9.0,"['   plastic pete ', '    plastic  hdpe colored ', '    plastic  hdpe clear ', 'and ', 'white ']","['plastic', 'pete', 'plastic', 'hdpe', 'colored', 'plastic', 'hdpe', 'clear', 'white']"
280586,No text - category selected manually,2020-11-09 13:06:58.433,no,,,,,0.1.0,0.1.0,checkbox,,,
280587," ( ,
 tin
plastics (hard containers, bottles numbers 1 and 2 only)",2020-11-09 13:06:58.780,yes,,,,,0.1.0,0.1.0,text,6.0,"['   ', ' tin', 'plastics  hard containers', ' bottles numbers   and   only ']","['tin', 'plastics', 'hard', 'containers', 'bottles', 'numbers']"
280588,"plastic bags
glass",2020-11-09 13:06:58.830,no,,,,,0.1.0,0.1.0,text,3.0,"['plastic bags', 'glass']","['plastic', 'bags', 'glass']"
280589,"paper, advertising , and",2020-11-09 13:06:59.537,yes,,,,,0.1.0,0.1.0,text,2.0,"['paper', ' advertising ', ' and']","['paper', 'advertising']"
314654,No text - category selected manually,2020-11-16 15:33:41.340,yes,,,,,0.1.0,0.1.0,checkbox,,,
314655,No text - category selected manually,2020-11-16 15:33:41.340,yes,,,,,0.1.0,0.1.0,checkbox,,,
314656,No text - category selected manually,2020-11-16 15:33:41.340,yes,,,,,0.1.0,0.1.0,checkbox,,,
280793,junk mail,2020-11-09 14:05:48.147,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
280794,envelopes,2020-11-09 14:05:48.147,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
280795,magazines,2020-11-09 14:05:48.147,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
280796,catalogs,2020-11-09 14:05:48.147,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
281025,shredded paper (contained in a paper bag or box),2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,6.0,['shredded paper  contained in a paper bag or box '],"['shredded', 'paper', 'contained', 'paper', 'bag', 'box']"
280814,food cans,2020-11-09 14:05:49.260,yes,,,,,0.1.0,0.1.0,text,2.0,['food cans'],"['food', 'cans']"
280815,aluminum foil,2020-11-09 14:05:49.260,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum foil'],"['aluminum', 'foil']"
280816,aluminum trays & pans,2020-11-09 14:05:49.260,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum trays   pans'],"['aluminum', 'trays', 'pans']"
300289,magazines,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
317211,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317212,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317213,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317214,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317215,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
280999,"bottles: (plastic &  - plastic bottles* milk, water, detergent, soda and shampoo (flatten and replace cap);",2020-11-09 14:05:55.450,yes,,,,,0.1.0,0.1.0,text,12.0,"['bottles', '  plastic      plastic bottles  milk', ' water', ' detergent', ' soda and shampoo  flatten and replace cap  ']","['bottles', 'plastic', 'plastic', 'bottles', 'milk', 'water', 'detergent', 'soda', 'shampoo', 'flatten', 'replace', 'cap']"
281000,juice cartons and milk cartons,2020-11-09 14:05:55.453,yes,,,,,0.1.0,0.1.0,text,4.0,['juice cartons and milk cartons'],"['juice', 'cartons', 'milk', 'cartons']"
281001,"paper, bottles, cans (food/ beverage)


    paper: clean and dry  , printer paper, copier paper, mail and all other , without wax liners: packing boxes, gift boxes and ; flatten all boxes before placing them in your cart
    cans,aluminum bottles are also accepted
    cartons: aseptic poly-coated drink boxes",2020-11-09 14:05:55.453,yes,,,,,0.1.0,0.1.0,text,33.0,"['paper', ' bottles', ' cans  food  beverage ', '    paper', ' clean and dry  ', ' printer paper', ' copier paper', ' mail and all other ', ' without wax liners', ' packing boxes', ' gift boxes and   flatten all boxes before placing them in your cart', '    cans', 'aluminum bottles are also accepted', '    cartons', ' aseptic poly coated drink boxes']","['paper', 'bottles', 'cans', 'food', 'beverage', 'paper', 'clean', 'dry', 'printer', 'paper', 'copier', 'paper', 'mail', 'wax', 'liners', 'packing', 'boxes', 'gift', 'boxes', 'flatten', 'boxes', 'placing', 'cart', 'cans', 'aluminum', 'bottles', 'accepted', 'cartons', 'aseptic', 'poly', 'coated', 'drink', 'boxes']"
300534,frozen food boxes,2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,3.0,['frozen food boxes'],"['frozen', 'food', 'boxes']"
300535,paperback books,2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,2.0,['paperback books'],"['paperback', 'books']"
281026,corrugated cardboard,2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,2.0,['corrugated cardboard'],"['corrugated', 'cardboard']"
281027,phone books,2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
281028,newspaper (including inserts),2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,3.0,['newspaper  including inserts '],"['newspaper', 'including', 'inserts']"
281029,junk mail,2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
281030,magazines,2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
320147,No text - category selected manually,2020-11-17 08:03:13.647,yes,,,,,0.1.0,0.1.0,checkbox,,,
320148,No text - category selected manually,2020-11-17 08:03:13.647,yes,,,,,0.1.0,0.1.0,checkbox,,,
320149,No text - category selected manually,2020-11-17 08:03:13.647,yes,,,,,0.1.0,0.1.0,checkbox,,,
320150,No text - category selected manually,2020-11-17 08:03:13.647,yes,,,,,0.1.0,0.1.0,checkbox,,,
320151,No text - category selected manually,2020-11-17 08:03:13.647,yes,,,,,0.1.0,0.1.0,checkbox,,,
320152,No text - category selected manually,2020-11-17 08:03:13.647,yes,,,,,0.1.0,0.1.0,checkbox,,,
281056,"animal waste
- animal waste bags
- bubble wrap packaging+
-  cds & dvds (both disks and plastic cases)
- carbon paper
- carpet
- cat litter
- ceramic pottery, mugs, dishes
- cigarette butts

- deceased animals (up to 10 lbs.)
- dishes
- disposable diapers
- egg cartons (polystyrene foam)
- flooring
- food waste
- garden hoses
-  dishes
-  window panes
- mirrors
- napkins

- old clothes (not suitable for donation)
- palm / yucca fronds
- paper towels
- soiled paper plates
- polystyrene foam
- polystyrene foam packing peanuts+
- tissue
- toothpaste tubes
- vcr tapes
- waxed paper
- plastic bags (all types)",2020-11-09 14:05:58.040,no,,,,,0.1.0,0.1.0,text,72.0,"['animal waste', '  animal waste bags', '  bubble wrap packaging ', '   cds   dvds  both disks and plastic cases ', '  carbon paper', '  carpet', '  cat litter', '  ceramic pottery', ' mugs', ' dishes', '  cigarette butts', '  deceased animals  up to    lbs  ', '  dishes', '  disposable diapers', '  egg cartons  polystyrene foam ', '  flooring', '  food waste', '  garden hoses', '   dishes', '   window panes', '  mirrors', '  napkins', '  old clothes  not suitable for donation ', '  palm   yucca fronds', '  paper towels', '  soiled paper plates', '  polystyrene foam', '  polystyrene foam packing peanuts ', '  tissue', '  toothpaste tubes', '  vcr tapes', '  waxed paper', '  plastic bags  all types ']","['animal', 'waste', 'animal', 'waste', 'bags', 'bubble', 'wrap', 'packaging', 'cds', 'dvds', 'disks', 'plastic', 'cases', 'carbon', 'paper', 'carpet', 'cat', 'litter', 'ceramic', 'pottery', 'mugs', 'dishes', 'cigarette', 'butts', 'deceased', 'animals', 'lbs', 'dishes', 'disposable', 'diapers', 'egg', 'cartons', 'polystyrene', 'foam', 'flooring', 'food', 'waste', 'garden', 'hoses', 'dishes', 'window', 'panes', 'mirrors', 'napkins', 'old', 'clothes', 'suitable', 'donation', 'palm', 'yucca', 'fronds', 'paper', 'towels', 'soiled', 'paper', 'plates', 'polystyrene', 'foam', 'polystyrene', 'foam', 'packing', 'peanuts', 'tissue', 'toothpaste', 'tubes', 'vcr', 'tapes', 'waxed', 'paper', 'plastic', 'bags', 'types']"
281057,paint cans,2020-11-09 14:05:58.513,yes,,,,,0.1.0,0.1.0,text,2.0,['paint cans'],"['paint', 'cans']"
281058,empty aerosol,2020-11-09 14:05:58.513,yes,,,,,0.1.0,0.1.0,text,1.0,['empty aerosol'],['aerosol']
281059,aluminum cans,2020-11-09 14:05:58.513,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
281060,tin/steel food cans,2020-11-09 14:05:58.513,yes,,,,,0.1.0,0.1.0,text,4.0,['tin steel food cans'],"['tin', 'steel', 'food', 'cans']"
281061,clear glass bottles and jars,2020-11-09 14:05:58.513,yes,,,,,0.1.0,0.1.0,text,4.0,['clear glass bottles and jars'],"['clear', 'glass', 'bottles', 'jars']"
321939,Aluminum cans,2020-11-17 08:04:26.193,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
321940,cardboard,2020-11-17 08:04:26.193,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
321941,paper,2020-11-17 08:04:26.193,yes,,,,,0.1.0,0.1.0,text,1.0,['paper'],['paper']
321942,No text - category selected manually,2020-11-17 08:04:26.193,yes,,,,,0.1.0,0.1.0,checkbox,,,
300290,catalogs,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
300291,"paper
, , and  (no need to shred them)
shredded personal documents
boxes, such as , pasta boxes, frozen dinner boxes and drink cartons
shoe boxes
 and 

copy and computer paper -- white and colors
protective paper wrapping on shoes, purses, etc.
plastic
water/soda bottles (with lids removed)
detergent, soap, and shampoo bottles (with lids removed)
milk jugs
butter, sour cream, and yogurt tubs
syrup, peanut butter, and squeezable jelly bottles
metal
clean aluminum, tin, and steel
 for things like vegetables and soup
 - sodas, energy drinks, etc.
other 
ea cans",2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,text,65.0,"['paper', ' and   no need to shred them ', 'shredded personal documents', 'boxes', ' such as ', ' pasta boxes', ' frozen dinner boxes and drink cartons', 'shoe boxes', ' and ', 'copy and computer paper    white and colors', 'protective paper wrapping on shoes', ' purses', ' etc ', 'plastic', 'water soda bottles  with lids removed ', 'detergent', ' soap', ' and shampoo bottles  with lids removed ', 'milk jugs', 'butter', ' sour cream', ' and yogurt tubs', 'syrup', ' peanut butter', ' and squeezable jelly bottles', 'metal', 'clean aluminum', ' tin', ' and steel', ' for things like vegetables and soup', '   sodas', ' energy drinks', ' etc ', 'other ', 'ea cans']","['paper', 'need', 'shred', 'shredded', 'personal', 'documents', 'boxes', 'pasta', 'boxes', 'frozen', 'dinner', 'boxes', 'drink', 'cartons', 'shoe', 'boxes', 'copy', 'computer', 'paper', 'white', 'colors', 'protective', 'paper', 'wrapping', 'shoes', 'purses', 'plastic', 'water', 'soda', 'bottles', 'lids', 'removed', 'detergent', 'soap', 'shampoo', 'bottles', 'lids', 'removed', 'milk', 'jugs', 'butter', 'sour', 'cream', 'yogurt', 'tubs', 'syrup', 'peanut', 'butter', 'squeezable', 'jelly', 'bottles', 'metal', 'clean', 'aluminum', 'tin', 'steel', 'things', 'like', 'vegetables', 'soup', 'sodas', 'energy', 'drinks', 'ea', 'cans']"
300292,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300293,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300294,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300295,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300296,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300297,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300298,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300299,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300300,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300301,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
300302,No text - category selected manually,2020-11-16 15:24:25.033,yes,,,,,0.1.0,0.1.0,checkbox,,,
323583,No text - category selected manually,2020-11-17 08:05:28.243,yes,,,,,0.1.0,0.1.0,checkbox,,,
323584,No text - category selected manually,2020-11-17 08:05:28.243,yes,,,,,0.1.0,0.1.0,checkbox,,,
323585,No text - category selected manually,2020-11-17 08:05:28.243,yes,,,,,0.1.0,0.1.0,checkbox,,,
323586,No text - category selected manually,2020-11-17 08:05:28.243,yes,,,,,0.1.0,0.1.0,checkbox,,,
323587,No text - category selected manually,2020-11-17 08:05:28.243,yes,,,,,0.1.0,0.1.0,checkbox,,,
300309,"plastic #1 (pet)
plastic #2",2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,3.0,"['plastic     pet ', 'plastic   ']","['plastic', 'pet', 'plastic']"
300310,plastic bottles,2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,2.0,['plastic bottles'],"['plastic', 'bottles']"
300311,plastic food storage containers,2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,4.0,['plastic food storage containers'],"['plastic', 'food', 'storage', 'containers']"
300312,cardboard,2020-11-16 15:24:25.920,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
317216,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317217,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317218,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
317219,No text - category selected manually,2020-11-16 15:35:26.873,yes,,,,,0.1.0,0.1.0,checkbox,,,
300536,envelopes,2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
300537,magazines,2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
300538,catalogs,2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
300539,inserts,2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,1.0,['inserts'],['inserts']
300540,"plastic

shampoo, conditioner bottles
household cleaner bottles
detergent,fabric softener bottles
yogurt, dairy and margarine tubs
new! plastic plant pots (no soil)
plastic cups
 any color

soda cans

new! clean 
paper and 
, 
mail,  (windowed too)
cereal and dry food boxes (no liners)


,  and 
non-foil 
 milk, soy milk and broth containers
milk, ice cream cartons
paper cups, coffee cups
metal",2020-11-16 15:24:34.583,yes,,,,,0.1.0,0.1.0,text,51.0,"['plastic', 'shampoo', ' conditioner bottles', 'household cleaner bottles', 'detergent', 'fabric softener bottles', 'yogurt', ' dairy and margarine tubs', 'new  plastic plant pots  no soil ', 'plastic cups', ' any color', 'soda cans', 'new  clean ', 'paper and ', 'mail', '   windowed too ', 'cereal and dry food boxes  no liners ', '  and ', 'non foil ', ' milk', ' soy milk and broth containers', 'milk', ' ice cream cartons', 'paper cups', ' coffee cups', 'metal']","['plastic', 'shampoo', 'conditioner', 'bottles', 'household', 'cleaner', 'bottles', 'detergent', 'fabric', 'softener', 'bottles', 'yogurt', 'dairy', 'margarine', 'tubs', 'new', 'plastic', 'plant', 'pots', 'soil', 'plastic', 'cups', 'color', 'soda', 'cans', 'new', 'clean', 'paper', 'mail', 'windowed', 'cereal', 'dry', 'food', 'boxes', 'liners', 'non', 'foil', 'milk', 'soy', 'milk', 'broth', 'containers', 'milk', 'ice', 'cream', 'cartons', 'paper', 'cups', 'coffee', 'cups', 'metal']"
300617,cardboard (flattened),2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,2.0,['cardboard  flattened '],"['cardboard', 'flattened']"
300618,phone books,2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
300619,newspapers and inserts,2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,2.0,['newspapers and inserts'],"['newspapers', 'inserts']"
300620,paperback books,2020-11-16 15:24:37.520,yes,,,,,0.1.0,0.1.0,text,2.0,['paperback books'],"['paperback', 'books']"
310642,Metal Containers,2020-11-16 15:31:10.947,yes,,,,,0.1.0,0.1.0,text,2.0,['metal containers'],"['metal', 'containers']"
310643,glass containers,2020-11-16 15:31:10.947,yes,,,,,0.1.0,0.1.0,text,2.0,['glass containers'],"['glass', 'containers']"
310644,"plastic containers
(single polymer plastics)",2020-11-16 15:31:10.947,yes,,,,,0.1.0,0.1.0,text,5.0,"['plastic containers', ' single polymer plastics ']","['plastic', 'containers', 'single', 'polymer', 'plastics']"
300715,inserts,2020-11-16 15:24:43.107,yes,,,,,0.1.0,0.1.0,text,1.0,['inserts'],['inserts']
